"word","page","link","x","y"
"antechamber","010","pages\010.png","1914","1031"
"animosity","010","pages\010.png","331","1142"
"annuals","010","pages\010.png","1157","1154"
"antedate","010","pages\010.png","1915","1150"
"ankle","010","pages\010.png","260","1260"
"annuity","010","pages\010.png","1156","1273"
"antediluvian","010","pages\010.png","1915","1274"
"perennial","010","pages\010.png","1159","1397"
"semiannual","010","pages\010.png","1157","1504"
"annals","010","pages\010.png","257","1382"
"antelope","010","pages\010.png","1914","1405"
"annalist","010","pages\010.png","329","1497"
"antenna","010","pages\010.png","1914","1528"
"annexation","010","pages\010.png","258","1623"
"superannuate","010","pages\010.png","1157","1640"
"antepenult","010","pages\010.png","1913","1650"
"annihilate","010","pages\010.png","259","1744"
"annular","010","pages\010.png","1088","1750"
"anterior","010","pages\010.png","1914","1765"
"annihilation","010","pages\010.png","327","1865"
"anodyne","010","pages\010.png","1086","1874"
"anteroom","010","pages\010.png","1910","1899"
"anniversary","010","pages\010.png","256","1994"
"anoint","010","pages\010.png","1086","1990"
"anthology","010","pages\010.png","1907","2011"
"anno Domini","010","pages\010.png","255","2123"
"anomaly","010","pages\010.png","1084","2118"
"anthracite","010","pages\010.png","1913","2123"
"anomalous","010","pages\010.png","1155","2239"
"annotate","010","pages\010.png","254","2239"
"anthrax","010","pages\010.png","1912","2249"
"annotation","010","pages\010.png","324","2351"
"anthropoid","010","pages\010.png","1908","2377"
"anthropology","010","pages\010.png","1981","2506"
"anonymous","010","pages\010.png","1084","2368"
"anonymity","010","pages\010.png","1154","2488"
"announce","010","pages\010.png","254","2482"
"announced","010","pages\010.png","322","2591"
"another","010","pages\010.png","1083","2594"
"antic","010","pages\010.png","1909","2612"
"announcement","010","pages\010.png","324","2725"
"answer","010","pages\010.png","1082","2724"
"anticipate","010","pages\010.png","1910","2741"
"announcer","010","pages\010.png","322","2845"
"answerable","010","pages\010.png","1151","2847"
"anticipation","010","pages\010.png","1978","2861"
"annunciation","010","pages\010.png","322","2954"
"answered","010","pages\010.png","1150","2957"
"anticipatory","010","pages\010.png","1978","2980"
"annunciator","010","pages\010.png","318","3076"
"unanticipated","010","pages\010.png","1977","3090"
"answers","010","pages\010.png","1148","3086"
"denounce","010","pages\010.png","318","3197"
"unanswerable","010","pages\010.png","1148","3201"
"anticlimax","010","pages\010.png","1904","3198"
"pronounce","010","pages\010.png","319","3338"
"unannounced","010","pages\010.png","316","3437"
"antagonize","010","pages\010.png","1078","3444"
"ant","010","pages\010.png","1076","3327"
"antidote","010","pages\010.png","1906","3316"
"antilogy","010","pages\010.png","1906","3446"
"annoy","010","pages\010.png","244","3575"
"antagonism","010","pages\010.png","1147","3569"
"antimony","010","pages\010.png","1907","3559"
"antipathy","011","pages\011.png","186","553"
"apartment","011","pages\011.png","1080","574"
"apothegm","011","pages\011.png","1832","560"
"antiphonal","011","pages\011.png","179","677"
"compartment","011","pages\011.png","1080","686"
"apotheosis","011","pages\011.png","1832","681"
"antipodes","011","pages\011.png","186","796"
"department","011","pages\011.png","1077","799"
"appanage","011","pages\011.png","1830","815"
"antique","011","pages\011.png","184","924"
"apathy","011","pages\011.png","1004","922"
"apparatus","011","pages\011.png","1828","925"
"antiquarian","011","pages\011.png","248","1037"
"apathetic","011","pages\011.png","1072","1045"
"apparatuses","011","pages\011.png","1897","1046"
"antiquary","011","pages\011.png","247","1160"
"aperture","011","pages\011.png","1000","1173"
"apparel","011","pages\011.png","1830","1166"
"antiquated","011","pages\011.png","242","1285"
"apex","011","pages\011.png","997","1287"
"appeal","011","pages\011.png","1829","1285"
"antiquity","011","pages\011.png","242","1407"
"aphasia","011","pages\011.png","994","1408"
"appellant","011","pages\011.png","1898","1409"
"antisepsis","011","pages\011.png","172","1530"
"aphorism","011","pages\011.png","996","1529"
"appellate","011","pages\011.png","1895","1533"
"antiseptic","011","pages\011.png","240","1649"
"apiary","011","pages\011.png","992","1649"
"appear","011","pages\011.png","1822","1657"
"antithesis","011","pages\011.png","170","1765"
"apocalypse","011","pages\011.png","992","1773"
"apparent","011","pages\011.png","1892","1779"
"antitoxin","011","pages\011.png","170","1885"
"apocope","011","pages\011.png","988","1901"
"apparition","011","pages\011.png","1892","1894"
"appearance","011","pages\011.png","1889","2026"
"disappear","011","pages\011.png","1890","2132"
"antler","011","pages\011.png","168","2007"
"apocrypha","011","pages\011.png","992","2013"
"antonym","011","pages\011.png","168","2139"
"apogee","011","pages\011.png","990","2142"
"anvil","011","pages\011.png","166","2248"
"apology","011","pages\011.png","989","2252"
"appeasable","011","pages\011.png","1818","2252"
"anxious","011","pages\011.png","163","2371"
"apologetic","011","pages\011.png","1041","2371"
"unappeasable","011","pages\011.png","1886","2378"
"anxiety","011","pages\011.png","233","2491"
"apologies","011","pages\011.png","1057","2495"
"append","011","pages\011.png","1816","2505"
"any","011","pages\011.png","162","2623"
"apologist","011","pages\011.png","1056","2616"
"appendage","011","pages\011.png","1884","2615"
"anyhow","011","pages\011.png","229","2734"
"apologize","011","pages\011.png","1054","2733"
"appendix","011","pages\011.png","1816","2733"
"apoplexy","011","pages\011.png","984","2853"
"appendicitis","011","pages\011.png","1883","2867"
"anyone","011","pages\011.png","228","2863"
"anything","011","pages\011.png","226","2970"
"apostasy","011","pages\011.png","984","2980"
"apperceive","011","pages\011.png","1814","2974"
"anyway","011","pages\011.png","228","3103"
"apostolic","011","pages\011.png","984","3093"
"apperception","011","pages\011.png","1880","3101"
"anywhere","011","pages\011.png","226","3213"
"apostrophe","011","pages\011.png","982","3213"
"appertain","011","pages\011.png","1815","3226"
"apostrophize","011","pages\011.png","1050","3339"
"aorta","011","pages\011.png","158","3335"
"appurtenance","011","pages\011.png","1882","3342"
"apart","011","pages\011.png","154","3461"
"apothecary","011","pages\011.png","984","3453"
"appurtenant","011","pages\011.png","1882","3463"
"appetite","012","pages\012.png","247","555"
"depreciate","012","pages\012.png","1131","544"
"apricot","012","pages\012.png","1906","548"
"appetizing","012","pages\012.png","318","682"
"apprehend","012","pages\012.png","1074","669"
"apropos","012","pages\012.png","1898","681"
"apprehended","012","pages\012.png","1145","797"
"apprehension","012","pages\012.png","1146","919"
"apprehensive","012","pages\012.png","1146","1041"
"apply","012","pages\012.png","247","796"
"apt","012","pages\012.png","1902","800"
"appliance","012","pages\012.png","316","922"
"applicability","012","pages\012.png","317","1051"
"aptitude","012","pages\012.png","1975","920"
"aptly","012","pages\012.png","1974","1037"
"applicable","012","pages\012.png","316","1166"
"misapprehension","012","pages\012.png","1145","1161"
"apprentice","012","pages\012.png","1076","1279"
"aqueous","012","pages\012.png","1904","1169"
"applicant","012","pages\012.png","317","1290"
"application","012","pages\012.png","316","1409"
"applied","012","pages\012.png","314","1537"
"aquarium","012","pages\012.png","1975","1281"
"apprenticeship","012","pages\012.png","1148","1401"
"aquatic","012","pages\012.png","1976","1403"
"approach","012","pages\012.png","1076","1523"
"aqueduct","012","pages\012.png","1974","1525"
"appoint","012","pages\012.png","246","1653"
"approachable","012","pages\012.png","1144","1643"
"aquiline","012","pages\012.png","1906","1640"
"appointee","012","pages\012.png","317","1777"
"unapproachable","012","pages\012.png","1147","1775"
"arabesque","012","pages\012.png","1904","1767"
"appointees","012","pages\012.png","320","1893"
"approbation","012","pages\012.png","1074","1882"
"arable","012","pages\012.png","1906","1882"
"appropriate","012","pages\012.png","1074","2003"
"appointive","012","pages\012.png","320","2017"
"arbiter","012","pages\012.png","1908","2003"
"appointment","012","pages\012.png","305","2132"
"appropriately","012","pages\012.png","1148","2125"
"arbitrage","012","pages\012.png","1977","2125"
"disappoint","012","pages\012.png","318","2255"
"appropriateness","012","pages\012.png","1146","2246"
"arbitrament","012","pages\012.png","1976","2245"
"reappoint","012","pages\012.png","318","2373"
"appropriation","012","pages\012.png","1148","2365"
"arbitrary","012","pages\012.png","1975","2370"
"apportion","012","pages\012.png","242","2494"
"inappropriate","012","pages\012.png","1146","2485"
"arbitrate","012","pages\012.png","1975","2489"
"misappropriate","012","pages\012.png","1146","2606"
"reapportionment","012","pages\012.png","314","2621"
"arbitration","012","pages\012.png","1968","2608"
"apposite","012","pages\012.png","240","2735"
"unappropriated","012","pages\012.png","1143","2727"
"arbitrator","012","pages\012.png","1958","2728"
"apposition","012","pages\012.png","312","2853"
"approve","012","pages\012.png","1072","2852"
"arboreal","012","pages\012.png","1908","2850"
"appraisal","012","pages\012.png","237","2977"
"approval","012","pages\012.png","1125","2971"
"arbutus","012","pages\012.png","1906","2967"
"appreciate","012","pages\012.png","238","3101"
"approved","012","pages\012.png","1144","3089"
"arcade","012","pages\012.png","1906","3091"
"appreciable","012","pages\012.png","308","3215"
"disapproved","012","pages\012.png","1148","3207"
"archaic","012","pages\012.png","1904","3212"
"appreciation","012","pages\012.png","308","3337"
"approximate","012","pages\012.png","1070","3328"
"archangel","012","pages\012.png","1906","3337"
"appreciative","012","pages\012.png","304","3457"
"approximation","012","pages\012.png","1144","3457"
"archbishop","012","pages\012.png","1907","3453"
"archduchy","013","pages\013.png","168","544"
"arithmetical","013","pages\013.png","1063","508"
"arranges","013","pages\013.png","1890","530"
"archeology","013","pages\013.png","165","659"
"derange","013","pages\013.png","1891","641"
"arm","013","pages\013.png","992","649"
"archer","013","pages\013.png","165","777"
"disarrange","013","pages\013.png","1890","777"
"armament","013","pages\013.png","1059","772"
"archery","013","pages\013.png","234","897"
"armature","013","pages\013.png","1062","894"
"rearrange","013","pages\013.png","1892","901"
"archipelago","013","pages\013.png","165","1021"
"armchair","013","pages\013.png","1062","1008"
"unarranged","013","pages\013.png","1891","1014"
"architect","013","pages\013.png","165","1143"
"armful","013","pages\013.png","1060","1133"
"arrest","013","pages\013.png","1820","1140"
"architectural","013","pages\013.png","232","1261"
"armistice","013","pages\013.png","1056","1248"
"arrive","013","pages\013.png","1820","1254"
"archives","013","pages\013.png","164","1387"
"arrival","013","pages\013.png","1890","1378"
"armor","013","pages\013.png","1063","1387"
"arctic","013","pages\013.png","163","1508"
"armorer","013","pages\013.png","1062","1508"
"arrived","013","pages\013.png","1890","1498"
"antarctic","013","pages\013.png","236","1625"
"armorial","013","pages\013.png","1063","1619"
"arrogance","013","pages\013.png","1820","1636"
"ardor","013","pages\013.png","166","1748"
"armory","013","pages\013.png","1062","1758"
"arrogant","013","pages\013.png","1889","1761"
"ardent","013","pages\013.png","236","1867"
"armpit","013","pages\013.png","1064","1871"
"arsenal","013","pages\013.png","1820","1866"
"arsenic","013","pages\013.png","1821","1976"
"arduous","013","pages\013.png","237","1989"
"disarmed","013","pages\013.png","1064","1983"
"forearmed","013","pages\013.png","1068","2105"
"argon","013","pages\013.png","168","2125"
"arson","013","pages\013.png","1820","2117"
"Argonaut","013","pages\013.png","166","2237"
"unarmed","013","pages\013.png","1064","2229"
"art","013","pages\013.png","1820","2236"
"argue","013","pages\013.png","168","2365"
"Armenian","013","pages\013.png","996","2348"
"artful","013","pages\013.png","1888","2349"
"arnica","013","pages\013.png","994","2470"
"argument","013","pages\013.png","236","2485"
"artfulness","013","pages\013.png","1890","2469"
"argumentation","013","pages\013.png","238","2601"
"artless","013","pages\013.png","1890","2591"
"aroma","013","pages\013.png","996","2599"
"argumentative","013","pages\013.png","238","2721"
"aromatic","013","pages\013.png","1053","2709"
"artlessness","013","pages\013.png","1891","2718"
"arid","013","pages\013.png","168","2830"
"artery","013","pages\013.png","1822","2843"
"arouse","013","pages\013.png","994","2841"
"aridity","013","pages\013.png","236","2955"
"arterial","013","pages\013.png","1889","2963"
"aroused","013","pages\013.png","1062","2961"
"aristocrat","013","pages\013.png","166","3068"
"arpeggio","013","pages\013.png","992","3081"
"arteriosclerosise","013","pages\013.png","1874","3074"
"aristocracy","013","pages\013.png","235","3192"
"aristocratic","013","pages\013.png","238","3302"
"arraignment","013","pages\013.png","994","3197"
"arthritis","013","pages\013.png","1821","3193"
"arrange","013","pages\013.png","992","3327"
"artichoke","013","pages\013.png","1820","3311"
"arithmetic","013","pages\013.png","164","3429"
